Date,BTC,ETH,SOL
2018-03-15,8300.8603515625,611.3040161132812,
2018-03-16,8338.349609375,601.666015625,
2018-03-17,7916.8798828125,552.7789916992188,
2018-03-18,8223.6796875,538.6439819335938,
2018-03-19,8630.650390625,556.7260131835938,
2018-03-20,8913.4697265625,557.1749877929688,
2018-03-21,8929.2802734375,561.7319946289062,
2018-03-22,8728.4697265625,539.7020263671875,
2018-03-23,8879.6201171875,539.6190185546875,
2018-03-24,8668.1201171875,526.4390258789062,
2018-03-25,8495.7802734375,524.2869873046875,
2018-03-26,8209.400390625,489.95098876953125,
2018-03-27,7833.0400390625,450.1159973144531,
2018-03-28,7954.47998046875,446.27899169921875,
2018-03-29,7165.7001953125,385.9679870605469,
2018-03-30,6890.52001953125,394.6449890136719,
2018-03-31,6973.52978515625,396.4570007324219,
2018-04-01,6844.22998046875,379.60699462890625,
2018-04-02,7083.7998046875,386.42498779296875,
2018-04-03,7456.10986328125,416.89300537109375,
2018-04-04,6853.83984375,380.5429992675781,
2018-04-05,6811.47021484375,383.23199462890625,
2018-04-06,6636.31982421875,370.2850036621094,
2018-04-07,6911.08984375,385.3139953613281,
2018-04-08,7023.52001953125,400.50799560546875,
2018-04-09,6770.72998046875,398.5260009765625,
2018-04-10,6834.759765625,414.2430114746094,
2018-04-11,6968.31982421875,430.5400085449219,
2018-04-12,7889.25,492.9410095214844,
2018-04-13,7895.9599609375,492.7349853515625,
2018-04-14,7986.240234375,501.4779968261719,
2018-04-15,8329.1103515625,531.7020263671875,
2018-04-16,8058.669921875,511.1470031738281,
2018-04-17,7902.08984375,502.8940124511719,
2018-04-18,8163.419921875,524.7890014648438,
2018-04-19,8294.3095703125,567.8889770507812,
2018-04-20,8845.830078125,615.718017578125,
2018-04-21,8895.580078125,605.39501953125,
2018-04-22,8802.4599609375,621.8599853515625,
2018-04-23,8930.8798828125,642.5479736328125,
2018-04-24,9697.5,708.1580200195312,
2018-04-25,8845.740234375,615.416015625,
2018-04-26,9281.509765625,662.8090209960938,
2018-04-27,8987.0498046875,647.031982421875,
2018-04-28,9348.48046875,683.677978515625,
2018-04-29,9419.080078125,688.8809814453125,
2018-04-30,9240.5498046875,669.9240112304688,
2018-05-01,9119.009765625,673.6129760742188,
2018-05-02,9235.919921875,687.1489868164062,
2018-05-03,9743.8603515625,779.5430297851562,
2018-05-04,9700.759765625,785.6240234375,
2018-05-05,9858.150390625,816.1199951171875,
2018-05-06,9654.7998046875,792.3109741210938,
2018-05-07,9373.009765625,753.7249755859375,
2018-05-08,9234.8203125,752.8569946289062,
2018-05-09,9325.1796875,752.2750244140625,
2018-05-10,9043.9404296875,727.2769775390625,
2018-05-11,8441.490234375,679.5859985351562,
2018-05-12,8504.8896484375,686.0479736328125,
2018-05-13,8723.9404296875,733.4959716796875,
2018-05-14,8716.7900390625,730.5490112304688,
2018-05-15,8510.3798828125,708.8709716796875,
2018-05-16,8368.830078125,707.0499877929688,
2018-05-17,8094.31982421875,672.656982421875,
2018-05-18,8250.9697265625,694.3670043945312,
2018-05-19,8247.1796875,696.530029296875,
2018-05-20,8513.25,715.3690185546875,
2018-05-21,8418.990234375,699.2219848632812,
2018-05-22,8041.77978515625,647.7410278320312,
2018-05-23,7557.81982421875,583.5850219726562,
2018-05-24,7587.33984375,601.7550048828125,
2018-05-25,7480.14013671875,586.7340087890625,
2018-05-26,7355.8798828125,587.280029296875,
2018-05-27,7368.22021484375,572.6680297851562,
2018-05-28,7135.990234375,516.0360107421875,
2018-05-29,7472.58984375,565.3880004882812,
2018-05-30,7406.52001953125,559.5900268554688,
2018-05-31,7494.169921875,577.64501953125,
2018-06-01,7541.4501953125,580.0430297851562,
2018-06-02,7643.4501953125,591.8079833984375,
2018-06-03,7720.25,618.3289794921875,
2018-06-04,7514.47021484375,592.9849853515625,
2018-06-05,7633.759765625,609.302978515625,
2018-06-06,7653.97998046875,607.1240234375,
2018-06-07,7678.240234375,605.18701171875,
2018-06-08,7624.919921875,601.0770263671875,
2018-06-09,7531.97998046875,597.56201171875,
2018-06-10,6786.02001953125,526.47900390625,
2018-06-11,6906.919921875,533.2839965820312,
2018-06-12,6582.35986328125,496.8429870605469,
2018-06-13,6349.89990234375,477.4939880371094,
2018-06-14,6675.35009765625,519.7420043945312,
2018-06-15,6456.580078125,491.0039978027344,
2018-06-16,6550.16015625,499.6419982910156,
2018-06-17,6499.27001953125,500.447998046875,
2018-06-18,6734.81982421875,518.8909912109375,
2018-06-19,6769.93994140625,537.9569702148438,
2018-06-20,6776.5498046875,536.2680053710938,
2018-06-21,6729.740234375,527.3670043945312,
2018-06-22,6083.68994140625,465.8169860839844,
2018-06-23,6162.47998046875,474.5199890136719,
2018-06-24,6173.22998046875,457.6719970703125,
2018-06-25,6249.18017578125,460.30999755859375,
2018-06-26,6093.669921875,432.7720031738281,
2018-06-27,6157.1298828125,442.364990234375,
2018-06-28,5903.43994140625,422.364990234375,
2018-06-29,6218.2998046875,436.0090026855469,
2018-06-30,6404.0,455.17999267578125,
2018-07-01,6385.81982421875,453.9179992675781,
2018-07-02,6614.18017578125,475.34698486328125,
2018-07-03,6529.58984375,464.19500732421875,
2018-07-04,6597.5498046875,467.3179931640625,
2018-07-05,6639.14013671875,474.4119873046875,
2018-07-06,6673.5,474.0119934082031,
2018-07-07,6856.93017578125,491.6600036621094,
2018-07-08,6773.8798828125,489.1189880371094,
2018-07-09,6741.75,476.6820068359375,
2018-07-10,6329.9501953125,434.42401123046875,
2018-07-11,6394.7099609375,446.51800537109375,
2018-07-12,6228.81005859375,430.0740051269531,
2018-07-13,6238.0498046875,434.0270080566406,
2018-07-14,6276.1201171875,436.08599853515625,
2018-07-15,6359.64013671875,449.8500061035156,
2018-07-16,6741.75,480.6579895019531,
2018-07-17,7321.0400390625,501.00201416015625,
2018-07-18,7370.77978515625,480.51300048828125,
2018-07-19,7466.85986328125,469.6189880371094,
2018-07-20,7354.1298828125,450.697998046875,
2018-07-21,7419.2900390625,462.4360046386719,
2018-07-22,7418.490234375,459.6570129394531,
2018-07-23,7711.10986328125,450.8529968261719,
2018-07-24,8424.26953125,479.37298583984375,
2018-07-25,8181.39013671875,472.4930114746094,
2018-07-26,7951.580078125,464.0369873046875,
2018-07-27,8165.009765625,469.6659851074219,
2018-07-28,8192.150390625,466.89801025390625,
2018-07-29,8218.4599609375,466.6650085449219,
2018-07-30,8180.47998046875,457.08099365234375,
2018-07-31,7780.43994140625,433.86700439453125,
2018-08-01,7624.91015625,420.74700927734375,
2018-08-02,7567.14990234375,412.6210021972656,
2018-08-03,7434.39013671875,418.2619934082031,
2018-08-04,7032.85009765625,407.25201416015625,
2018-08-05,7068.47998046875,410.5159912109375,
2018-08-06,6951.7998046875,406.6579895019531,
2018-08-07,6753.1201171875,380.2149963378906,
2018-08-08,6305.7998046875,356.6130065917969,
2018-08-09,6568.22998046875,365.5880126953125,
2018-08-10,6184.7099609375,334.1759948730469,
2018-08-11,6295.72998046875,322.11199951171875,
2018-08-12,6322.68994140625,319.57000732421875,
2018-08-13,6297.56982421875,286.4949951171875,
2018-08-14,6199.7099609375,278.9320068359375,
2018-08-15,6308.52001953125,282.364013671875,
2018-08-16,6334.72998046875,288.0459899902344,
2018-08-17,6580.6298828125,315.72900390625,
2018-08-18,6423.759765625,295.81201171875,
2018-08-19,6506.06982421875,300.8340148925781,
2018-08-20,6308.52978515625,274.31500244140625,
2018-08-21,6488.759765625,281.9440002441406,
2018-08-22,6376.7099609375,271.34100341796875,
2018-08-23,6534.8798828125,277.10400390625,
2018-08-24,6719.9599609375,282.9670104980469,
2018-08-25,6763.18994140625,279.64599609375,
2018-08-26,6707.259765625,275.1969909667969,
2018-08-27,6884.64013671875,285.6029968261719,
2018-08-28,7096.27978515625,296.4989929199219,
2018-08-29,7047.16015625,289.31201171875,
2018-08-30,6978.22998046875,284.1050109863281,
2018-08-31,7037.580078125,283.0039978027344,
2018-09-01,7193.25,295.34100341796875,
2018-09-02,7272.72021484375,294.3710021972656,
2018-09-03,7260.06005859375,289.2590026855469,
2018-09-04,7361.66015625,285.7229919433594,
2018-09-05,6792.830078125,232.33099365234375,
2018-09-06,6529.169921875,230.21499633789062,
2018-09-07,6467.06982421875,217.2030029296875,
2018-09-08,6225.97998046875,197.9510040283203,
2018-09-09,6300.85986328125,196.9239959716797,
2018-09-10,6329.7001953125,197.07899475097656,
2018-09-11,6321.2001953125,185.0659942626953,
2018-09-12,6351.7998046875,183.33099365234375,
2018-09-13,6517.31005859375,211.35400390625,
2018-09-14,6512.7099609375,211.74899291992188,
2018-09-15,6543.2001953125,223.07400512695312,
2018-09-16,6517.18017578125,220.58900451660156,
2018-09-17,6281.2001953125,197.875,
2018-09-18,6371.2998046875,209.97500610351562,
2018-09-19,6398.5400390625,209.968994140625,
2018-09-20,6519.669921875,224.59100341796875,
2018-09-21,6734.9501953125,246.58399963378906,
2018-09-22,6721.97998046875,240.47999572753906,
2018-09-23,6710.6298828125,244.3300018310547,
2018-09-24,6595.41015625,228.72999572753906,
2018-09-25,6446.47021484375,218.5050048828125,
2018-09-26,6495.0,215.8470001220703,
2018-09-27,6676.75,228.49400329589844,
2018-09-28,6644.1298828125,222.40199279785156,
2018-09-29,6601.9599609375,231.63499450683594,
2018-09-30,6625.56005859375,232.84800720214844,
2018-10-01,6589.6201171875,230.76800537109375,
2018-10-02,6556.10009765625,227.18099975585938,
2018-10-03,6502.58984375,220.48899841308594,
2018-10-04,6576.68994140625,222.21800231933594,
2018-10-05,6622.47998046875,227.6009979248047,
2018-10-06,6588.31005859375,225.1199951171875,
2018-10-07,6602.9501953125,226.11900329589844,
2018-10-08,6652.22998046875,229.2550048828125,
2018-10-09,6642.64013671875,227.98199462890625,
2018-10-10,6585.52978515625,225.7689971923828,
2018-10-11,6256.240234375,189.49899291992188,
2018-10-12,6274.580078125,196.7270050048828,
2018-10-13,6285.990234375,199.84100341796875,
2018-10-14,6290.93017578125,195.71499633789062,
2018-10-15,6596.5400390625,209.70399475097656,
2018-10-16,6596.10986328125,210.1199951171875,
2018-10-17,6544.43017578125,207.08299255371094,
2018-10-18,6476.7099609375,203.3520050048828,
2018-10-19,6465.41015625,203.7270050048828,
2018-10-20,6489.18994140625,205.42999267578125,
2018-10-21,6482.35009765625,205.14199829101562,
2018-10-22,6487.16015625,204.04400634765625,
2018-10-23,6475.740234375,204.33599853515625,
2018-10-24,6495.83984375,203.8520050048828,
2018-10-25,6476.2900390625,202.718994140625,
2018-10-26,6474.75,203.32899475097656,
2018-10-27,6480.3798828125,204.2100067138672,
2018-10-28,6486.39013671875,205.36599731445312,
2018-10-29,6332.6298828125,197.2469940185547,
2018-10-30,6334.27001953125,197.55599975585938,
2018-10-31,6317.60986328125,197.38099670410156,
2018-11-01,6377.77978515625,198.8719940185547,
2018-11-02,6388.43994140625,200.63499450683594,
2018-11-03,6361.259765625,200.18600463867188,
2018-11-04,6376.1298828125,207.48599243164062,
2018-11-05,6419.66015625,209.09100341796875,
2018-11-06,6461.009765625,218.45199584960938,
2018-11-07,6530.14013671875,217.18299865722656,
2018-11-08,6453.72021484375,212.2310028076172,
2018-11-09,6385.6201171875,210.07400512695312,
2018-11-10,6409.22021484375,212.5330047607422,
2018-11-11,6411.27001953125,211.33999633789062,
2018-11-12,6371.27001953125,210.41799926757812,
2018-11-13,6359.490234375,206.8260040283203,
2018-11-14,5738.35009765625,181.39700317382812,
2018-11-15,5648.02978515625,180.80599975585938,
2018-11-16,5575.5498046875,175.177001953125,
2018-11-17,5554.330078125,174.00100708007812,
2018-11-18,5623.5400390625,177.06700134277344,
2018-11-19,4871.490234375,149.1750030517578,
2018-11-20,4451.8701171875,130.33900451660156,
2018-11-21,4602.169921875,136.7010040283203,
2018-11-22,4365.93994140625,126.70600128173828,
2018-11-23,4347.10986328125,123.2959976196289,
2018-11-24,3880.760009765625,113.49400329589844,
2018-11-25,4009.969970703125,116.44999694824219,
2018-11-26,3779.1298828125,108.33499908447266,
2018-11-27,3820.719970703125,110.01000213623047,
2018-11-28,4257.419921875,122.43800354003906,
2018-11-29,4278.8466796875,117.54264831542969,
2018-11-30,4017.2685546875,113.17141723632812,
2018-12-01,4214.671875,118.63555908203125,
2018-12-02,4139.8779296875,116.38890075683594,
2018-12-03,3894.130859375,108.92501831054688,
2018-12-04,3956.893798828125,110.21418762207031,
2018-12-05,3753.994873046875,102.47555541992188,
2018-12-06,3521.101806640625,91.76105499267578,
2018-12-07,3419.937255859375,93.29456329345703,
2018-12-08,3476.11474609375,92.15963745117188,
2018-12-09,3614.234375,95.14205932617188,
2018-12-10,3502.656005859375,91.68565368652344,
2018-12-11,3424.588134765625,88.94530487060547,
2018-12-12,3486.9501953125,90.59329986572266,
2018-12-13,3313.67724609375,86.53931427001953,
2018-12-14,3242.48486328125,84.30829620361328,
2018-12-15,3236.76171875,84.44081115722656,
2018-12-16,3252.839111328125,85.26210021972656,
2018-12-17,3545.86474609375,95.13382720947266,
2018-12-18,3696.05908203125,101.11245727539062,
2018-12-19,3745.95068359375,101.2685775756836,
2018-12-20,4134.44140625,116.21687316894531,
2018-12-21,3896.543701171875,109.49623107910156,
2018-12-22,4014.1826171875,116.7594985961914,
2018-12-23,3998.980224609375,130.7652587890625,
2018-12-24,4078.59912109375,140.23800659179688,
2018-12-25,3815.49072265625,129.84434509277344,
2018-12-26,3857.297607421875,131.86563110351562,
2018-12-27,3654.83349609375,116.57591247558594,
2018-12-28,3923.918701171875,137.6470184326172,
2018-12-29,3820.40869140625,138.01834106445312,
2018-12-30,3865.95263671875,139.8594512939453,
2018-12-31,3742.700439453125,133.36825561523438,
2019-01-01,3843.52001953125,140.8194122314453,
2019-01-02,3943.409423828125,155.0476837158203,
2019-01-03,3836.7412109375,149.135009765625,
2019-01-04,3857.717529296875,154.58193969726562,
2019-01-05,3845.194580078125,155.6385955810547,
2019-01-06,4076.632568359375,157.74620056152344,
2019-01-07,4025.248291015625,151.69921875,
2019-01-08,4030.847900390625,150.35963439941406,
2019-01-09,4035.29638671875,150.80311584472656,
2019-01-10,3678.924560546875,128.62518310546875,
2019-01-11,3687.365478515625,127.54832458496094,
2019-01-12,3661.301025390625,125.9665298461914,
2019-01-13,3552.953125,116.8978042602539,
2019-01-14,3706.05224609375,129.0687255859375,
2019-01-15,3630.67529296875,122.03271484375,
2019-01-16,3655.0068359375,123.54706573486328,
2019-01-17,3678.56396484375,123.7419204711914,
2019-01-18,3657.83935546875,121.01026153564453,
2019-01-19,3728.568359375,124.5190200805664,
2019-01-20,3601.013671875,119.4748306274414,
2019-01-21,3576.032470703125,117.15785217285156,
2019-01-22,3604.5771484375,118.74755096435547,
2019-01-23,3585.123046875,117.45260620117188,
2019-01-24,3600.865478515625,117.36288452148438,
2019-01-25,3599.765869140625,116.37834167480469,
2019-01-26,3602.46044921875,116.48873901367188,
2019-01-27,3583.9658203125,113.40528869628906,
2019-01-28,3470.450439453125,106.58997344970703,
2019-01-29,3448.116943359375,105.59821319580078,
2019-01-30,3486.181640625,108.90753936767578,
2019-01-31,3457.792724609375,107.0610122680664,
2019-02-01,3487.9453125,107.60978698730469,
2019-02-02,3521.060791015625,110.43025970458984,
2019-02-03,3464.013427734375,107.49266815185547,
2019-02-04,3459.154052734375,107.82160186767578,
2019-02-05,3466.357421875,107.44351959228516,
2019-02-06,3413.767822265625,104.9192886352539,
2019-02-07,3399.4716796875,104.5353012084961,
2019-02-08,3666.7802734375,119.26774597167969,
2019-02-09,3671.20361328125,119.4308853149414,
2019-02-10,3690.188232421875,124.80648803710938,
2019-02-11,3648.4306640625,121.29839324951172,
2019-02-12,3653.528564453125,122.5722885131836,
2019-02-13,3632.070556640625,122.55360412597656,
2019-02-14,3616.880859375,121.39020538330078,
2019-02-15,3620.810791015625,122.10038757324219,
2019-02-16,3629.78759765625,123.26021575927734,
2019-02-17,3673.836181640625,133.598876953125,
2019-02-18,3915.71435546875,146.09837341308594,
2019-02-19,3947.094482421875,145.34619140625,
2019-02-20,3999.820556640625,149.55433654785156,
2019-02-21,3954.1181640625,146.13084411621094,
2019-02-22,4005.526611328125,149.0924530029297,
2019-02-23,4142.52685546875,158.79542541503906,
2019-02-24,3810.427490234375,135.8526611328125,
2019-02-25,3882.6962890625,139.82286071777344,
2019-02-26,3854.35791015625,138.0896759033203,
2019-02-27,3851.04736328125,136.12596130371094,
2019-02-28,3854.785400390625,136.74624633789062,
2019-03-01,3859.583740234375,136.44361877441406,
2019-03-02,3864.4150390625,134.2069549560547,
2019-03-03,3847.17578125,132.24942016601562,
2019-03-04,3761.55712890625,127.77412414550781,
2019-03-05,3896.375,137.8223876953125,
2019-03-06,3903.942626953125,138.7893524169922,
2019-03-07,3911.484375,138.0345001220703,
2019-03-08,3901.131591796875,135.1270751953125,
2019-03-09,3963.313720703125,137.96533203125,
2019-03-10,3951.599853515625,136.75868225097656,
2019-03-11,3905.227294921875,133.8340301513672,
2019-03-12,3909.15625,134.44288635253906,
2019-03-13,3906.71728515625,133.26307678222656,
2019-03-14,3924.369140625,133.7115936279297,
2019-03-15,3960.9111328125,137.69178771972656,
2019-03-16,4048.725830078125,142.39817810058594,
2019-03-17,4025.22900390625,140.00054931640625,
2019-03-18,4032.50732421875,139.37460327148438,
2019-03-19,4071.190185546875,140.51919555664062,
2019-03-20,4087.476318359375,140.6863555908203,
2019-03-21,4029.326904296875,136.6360626220703,
2019-03-22,4023.96826171875,137.1814422607422,
2019-03-23,4035.826416015625,138.2398681640625,
2019-03-24,4022.168212890625,136.98692321777344,
2019-03-25,3963.070556640625,135.03102111816406,
2019-03-26,3985.080810546875,135.46035766601562,
2019-03-27,4087.066162109375,140.9881591796875,
2019-03-28,4069.107177734375,139.41647338867188,
2019-03-29,4098.37451171875,142.49742126464844,
2019-03-30,4106.66015625,142.09268188476562,
2019-03-31,4105.404296875,141.51409912109375,
2019-04-01,4158.18310546875,141.830322265625,
2019-04-02,4879.8779296875,163.9617462158203,
2019-04-03,4973.02197265625,161.45880126953125,
2019-04-04,4922.798828125,158.0525360107422,
2019-04-05,5036.68115234375,165.5148468017578,
2019-04-06,5059.8173828125,165.94720458984375,
2019-04-07,5198.89697265625,174.53164672851562,
2019-04-08,5289.77099609375,180.25881958007812,
2019-04-09,5204.95849609375,176.1145782470703,
2019-04-10,5324.5517578125,177.3374786376953,
2019-04-11,5064.48779296875,165.4970245361328,
2019-04-12,5089.5390625,164.736328125,
2019-04-13,5096.58642578125,164.5133514404297,
2019-04-14,5167.72216796875,167.83851623535156,
2019-04-15,5067.1083984375,161.5741729736328,
2019-04-16,5235.5595703125,167.62344360351562,
2019-04-17,5251.93798828125,166.9507598876953,
2019-04-18,5298.3857421875,173.81402587890625,
2019-04-19,5303.8125,173.70843505859375,
2019-04-20,5337.88623046875,173.7512664794922,
2019-04-21,5314.53125,170.04652404785156,
2019-04-22,5399.365234375,171.87466430664062,
2019-04-23,5572.3623046875,171.4477996826172,
2019-04-24,5464.86669921875,165.8260955810547,
2019-04-25,5210.515625,154.4593963623047,
2019-04-26,5279.34814453125,156.3470916748047,
2019-04-27,5268.291015625,158.4349365234375,
2019-04-28,5285.13916015625,157.29507446289062,
2019-04-29,5247.3525390625,155.20199584960938,
2019-04-30,5350.7265625,162.16603088378906,
2019-05-01,5402.697265625,160.81834411621094,
2019-05-02,5505.28369140625,162.12278747558594,
2019-05-03,5768.28955078125,167.95240783691406,
2019-05-04,5831.16748046875,164.02658081054688,
2019-05-05,5795.70849609375,163.45069885253906,
2019-05-06,5746.80712890625,172.65321350097656,
2019-05-07,5829.50146484375,169.7986602783203,
2019-05-08,5982.45751953125,170.9481658935547,
2019-05-09,6174.52880859375,170.289306640625,
2019-05-10,6378.84912109375,173.1427459716797,
2019-05-11,7204.771484375,194.30433654785156,
2019-05-12,6972.37158203125,187.3253173828125,
2019-05-13,7814.9150390625,196.84628295898438,
2019-05-14,7994.416015625,217.14857482910156,
2019-05-15,8205.16796875,247.15306091308594,
2019-05-16,7884.9091796875,264.010009765625,
2019-05-17,7343.8955078125,243.76458740234375,
2019-05-18,7271.2080078125,234.59523010253906,
2019-05-19,8197.689453125,261.2922058105469,
2019-05-20,7978.30908203125,251.86441040039062,
2019-05-21,7963.32763671875,255.21588134765625,
2019-05-22,7680.06640625,244.69891357421875,
2019-05-23,7881.8466796875,245.96566772460938,
2019-05-24,7987.37158203125,249.4849853515625,
2019-05-25,8052.5439453125,251.75987243652344,
2019-05-26,8673.2158203125,267.06964111328125,
2019-05-27,8805.7783203125,272.8626403808594,
2019-05-28,8719.9619140625,271.7687072753906,
2019-05-29,8659.4873046875,269.4556884765625,
2019-05-30,8319.47265625,255.85894775390625,
2019-05-31,8574.501953125,268.1135559082031,
2019-06-01,8564.0166015625,265.3912658691406,
2019-06-02,8742.9580078125,270.22552490234375,
2019-06-03,8208.9951171875,252.60792541503906,
2019-06-04,7707.77099609375,241.3387908935547,
2019-06-05,7824.2314453125,247.05101013183594,
2019-06-06,7822.0234375,249.47433471679688,
2019-06-07,8043.951171875,250.93035888671875,
2019-06-08,7954.1279296875,245.73809814453125,
2019-06-09,7688.0771484375,233.08670043945312,
2019-06-10,8000.32958984375,247.52012634277344,
2019-06-11,7927.71435546875,245.78182983398438,
2019-06-12,8145.857421875,260.9032897949219,
2019-06-13,8230.923828125,256.1687927246094,
2019-06-14,8693.8330078125,264.08746337890625,
2019-06-15,8838.375,269.0193176269531,
2019-06-16,8994.48828125,269.22320556640625,
2019-06-17,9320.3525390625,274.3511047363281,
2019-06-18,9081.7626953125,265.0518493652344,
2019-06-19,9273.521484375,269.4317932128906,
2019-06-20,9527.16015625,271.69500732421875,
2019-06-21,10144.556640625,294.9102783203125,
2019-06-22,10701.69140625,309.38031005859375,
2019-06-23,10855.37109375,307.8277893066406,
2019-06-24,11011.1025390625,310.4246826171875,
2019-06-25,11790.9169921875,318.1263122558594,
2019-06-26,13016.2314453125,336.753173828125,
2019-06-27,11182.806640625,294.26763916015625,
2019-06-28,12407.33203125,311.2261047363281,
2019-06-29,11959.37109375,320.05889892578125,
2019-06-30,10817.1552734375,290.69598388671875,
2019-07-01,10583.134765625,293.64111328125,
2019-07-02,10801.677734375,291.596435546875,
2019-07-03,11961.26953125,303.0999755859375,
2019-07-04,11215.4375,284.5232238769531,
2019-07-05,10978.4599609375,287.9975280761719,
2019-07-06,11208.55078125,287.547119140625,
2019-07-07,11450.8466796875,305.7005615234375,
2019-07-08,12285.9580078125,313.25140380859375,
2019-07-09,12573.8125,308.8810119628906,
2019-07-10,12156.5126953125,290.0023193359375,
2019-07-11,11358.662109375,268.70404052734375,
2019-07-12,11815.986328125,276.2767028808594,
2019-07-13,11392.37890625,269.45880126953125,
2019-07-14,10256.05859375,227.57806396484375,
2019-07-15,10895.08984375,229.7760009765625,
2019-07-16,9477.6416015625,199.1886749267578,
2019-07-17,9693.802734375,211.48497009277344,
2019-07-18,10666.482421875,226.566162109375,
2019-07-19,10530.732421875,221.3334197998047,
2019-07-20,10767.1396484375,229.1192169189453,
2019-07-21,10599.10546875,225.63076782226562,
2019-07-22,10343.1064453125,217.5600128173828,
2019-07-23,9900.767578125,212.728515625,
2019-07-24,9811.92578125,217.04637145996094,
2019-07-25,9911.841796875,219.6179962158203,
2019-07-26,9870.3037109375,219.62960815429688,
2019-07-27,9477.677734375,207.40830993652344,
2019-07-28,9552.8603515625,211.18655395507812,
2019-07-29,9519.1455078125,211.26805114746094,
2019-07-30,9607.423828125,210.52259826660156,
2019-07-31,10085.6279296875,218.65414428710938,
2019-08-01,10399.6689453125,217.80844116210938,
2019-08-02,10518.1748046875,217.87156677246094,
2019-08-03,10821.7265625,222.49034118652344,
2019-08-04,10970.1845703125,222.6697235107422,
2019-08-05,11805.6533203125,234.21502685546875,
2019-08-06,11478.1689453125,226.02064514160156,
2019-08-07,11941.96875,226.39100646972656,
2019-08-08,11966.4072265625,220.94186401367188,
2019-08-09,11862.9365234375,210.48890686035156,
2019-08-10,11354.0244140625,206.73353576660156,
2019-08-11,11523.5791015625,216.09286499023438,
2019-08-12,11382.6162109375,211.28807067871094,
2019-08-13,10895.830078125,208.70904541015625,
2019-08-14,10051.7041015625,186.6077423095703,
2019-08-15,10311.5458984375,188.50205993652344,
2019-08-16,10374.3388671875,185.44007873535156,
2019-08-17,10231.744140625,185.68768310546875,
2019-08-18,10345.810546875,194.4935302734375,
